accuracy,loss,acc_convergence,loss_convergence,acc_valid,loss_valid,parameters,hidden_nodes,filters,filter_size,pooling_size,pooling_type,dropout
0.9658,0.1466,5,1,False,True,781035,127,36,"(5, 5)","(2, 2)",max,5
0.8159,0.6199,0,1,True,False,61309,123,18,"(3, 3)","(5, 5)",average,40
0.862,0.5379,0,1,True,True,61683,97,12,"(3, 3)","(4, 4)",average,54
0.9526,0.2376,0,1,True,True,1576343,104,77,"(3, 3)","(2, 2)",average,61
0.8899,0.4265,0,1,True,True,174412,78,27,"(2, 2)","(3, 3)",average,31
0.9541,0.1908,7,1,False,True,1033253,75,70,"(2, 2)","(2, 2)",max,1
0.3202,2.2152,0,1,True,False,16223,15,40,"(2, 2)","(5, 5)",max,54
0.965,0.1435,0,1,True,True,1940405,105,94,"(2, 2)","(2, 2)",max,28
0.7599,0.916,0,1,True,False,10055,43,5,"(5, 5)","(4, 4)",average,62
0.3311,2.4283,0,1,True,False,40937,20,78,"(2, 2)","(5, 5)",average,70
0.9391,0.2565,0,1,True,True,32127,129,8,"(5, 5)","(5, 5)",max,58
0.6514,1.1101,0,1,True,False,8447,58,4,"(2, 2)","(5, 5)",max,46
0.5343,1.5858,0,1,True,False,407135,35,68,"(4, 4)","(2, 2)",average,70
0.6417,1.1463,0,1,True,False,179847,97,72,"(2, 2)","(5, 5)",max,70
0.9284,0.3065,0,1,True,True,190811,86,84,"(5, 5)","(5, 5)",max,55
0.8614,0.5114,0,1,True,False,159211,102,60,"(3, 3)","(5, 5)",max,57
0.7923,0.773,0,1,True,False,225678,33,83,"(3, 3)","(3, 3)",max,42
0.9633,0.1751,0,1,True,True,131401,126,39,"(5, 5)","(5, 5)",max,51
0.8674,0.4901,0,1,True,False,81599,71,43,"(4, 4)","(5, 5)",max,60
0.9764,0.1122,0,1,True,True,146987,70,56,"(4, 4)","(4, 4)",max,9
0.7705,0.7788,0,1,True,False,29667,21,50,"(4, 4)","(5, 5)",average,13
0.9752,0.1184,0,1,True,True,901717,121,91,"(4, 4)","(3, 3)",max,38
0.4499,1.8421,0,1,True,False,178583,20,45,"(3, 3)","(2, 2)",max,66
0.8196,0.6074,9,1,False,True,50057,40,46,"(4, 4)","(5, 5)",average,0
0.7938,0.7674,0,1,True,False,254727,110,28,"(2, 2)","(3, 3)",max,67
0.8847,0.4287,0,1,True,True,72293,54,49,"(5, 5)","(5, 5)",average,16
0.962,0.1599,0,1,True,True,151419,108,8,"(5, 5)","(2, 2)",max,55
0.4291,1.7934,0,1,True,False,2031,16,3,"(3, 3)","(5, 5)",average,40
0.9687,0.1574,0,1,True,True,210472,120,21,"(4, 4)","(3, 3)",max,61
0.943,0.2402,0,1,True,True,147399,125,31,"(5, 5)","(4, 4)",average,53
0.9661,0.1532,0,1,True,True,266715,105,98,"(4, 4)","(5, 5)",max,15
0.5382,1.6166,0,1,True,False,107832,18,71,"(4, 4)","(3, 3)",max,63
0.9445,0.2161,10,1,True,True,66701,95,26,"(3, 3)","(5, 5)",max,3
0.6795,1.0339,0,1,True,False,123086,48,31,"(2, 2)","(3, 3)",max,50
0.9305,0.2684,9,1,False,True,234904,36,33,"(2, 2)","(2, 2)",max,1
0.8391,0.6516,0,1,True,False,186125,53,70,"(3, 3)","(4, 4)",max,47
0.9048,0.3916,0,1,True,True,54981,99,14,"(4, 4)","(4, 4)",average,53
0.9096,0.3554,0,1,True,True,26389,64,10,"(4, 4)","(4, 4)",max,20
0.6931,1.0617,0,1,True,False,111539,14,40,"(3, 3)","(2, 2)",max,33
0.9763,0.1082,10,1,True,True,908621,97,55,"(4, 4)","(2, 2)",average,19
0.8819,0.4497,0,1,True,False,270991,57,24,"(2, 2)","(2, 2)",max,35
0.8784,0.5006,0,1,True,True,57751,25,58,"(5, 5)","(4, 4)",max,4
0.7451,0.9352,0,1,True,False,1184231,62,97,"(3, 3)","(2, 2)",max,70
0.9618,0.1895,0,1,True,True,398519,117,52,"(5, 5)","(3, 3)",average,46
0.9594,0.1758,10,1,True,True,86531,83,39,"(4, 4)","(5, 5)",max,2
0.8746,0.5128,0,1,True,False,30761,57,10,"(3, 3)","(4, 4)",max,55
0.9424,0.2572,0,1,True,True,187559,94,53,"(5, 5)","(4, 4)",max,50
0.9694,0.1465,0,1,True,True,783955,82,56,"(5, 5)","(2, 2)",average,28
0.7842,0.7914,0,1,True,False,250751,74,68,"(2, 2)","(4, 4)",average,49
0.7477,0.8569,0,1,True,False,28975,28,20,"(2, 2)","(4, 4)",average,18
0.9199,0.3182,0,1,True,True,296687,104,57,"(3, 3)","(4, 4)",average,35
0.9615,0.1381,0,1,True,True,650329,126,63,"(3, 3)","(3, 3)",max,19
0.9057,0.3637,0,1,True,True,50735,59,32,"(3, 3)","(5, 5)",max,18
0.8036,0.7249,0,1,True,False,181311,100,36,"(2, 2)","(4, 4)",average,39
0.9778,0.101,0,1,True,True,340539,99,20,"(5, 5)","(2, 2)",max,21
0.4013,2.024,0,1,True,False,64205,14,89,"(3, 3)","(4, 4)",average,41
0.8864,0.4412,0,1,True,True,19858,115,5,"(5, 5)","(5, 5)",max,55
0.8991,0.3848,0,1,True,True,23943,105,5,"(5, 5)","(4, 4)",average,35
0.9779,0.1023,9,1,True,True,71939,114,16,"(5, 5)","(4, 4)",max,13
0.8843,0.4351,0,1,True,True,51149,45,22,"(3, 3)","(4, 4)",average,13
0.7657,0.8173,0,1,True,False,152691,109,54,"(2, 2)","(5, 5)",average,53
0.8855,0.4253,10,1,True,True,13495,87,3,"(5, 5)","(4, 4)",average,4
0.8265,0.6185,0,1,True,False,198948,49,81,"(3, 3)","(4, 4)",max,33
0.7999,0.7308,0,1,True,False,71935,15,24,"(3, 3)","(2, 2)",max,12
0.8698,0.5212,0,1,True,False,496166,81,31,"(2, 2)","(2, 2)",average,45
0.9232,0.3651,0,1,True,False,628242,37,99,"(5, 5)","(2, 2)",average,48
0.974,0.1159,0,1,True,True,540046,129,51,"(3, 3)","(3, 3)",max,24
0.8986,0.3968,0,1,True,True,31893,94,6,"(2, 2)","(4, 4)",max,24
0.4462,1.979,0,1,True,False,75877,26,35,"(3, 3)","(3, 3)",average,57
0.7245,0.8633,0,1,True,False,11127,19,21,"(2, 2)","(5, 5)",max,3
0.9741,0.1141,0,1,True,True,714455,129,28,"(3, 3)","(2, 2)",max,35
0.8261,0.591,0,1,True,True,13447,94,2,"(3, 3)","(4, 4)",average,32
0.8157,0.6208,0,1,True,False,598453,49,62,"(2, 2)","(2, 2)",max,55
0.8814,0.4341,9,1,False,True,25679,55,16,"(5, 5)","(5, 5)",average,0
0.8338,0.5513,8,1,False,True,14836,39,9,"(4, 4)","(4, 4)",average,0
0.9611,0.1566,0,1,True,True,274127,92,36,"(4, 4)","(3, 3)",average,18
0.9377,0.2739,0,1,True,True,93430,127,19,"(4, 4)","(4, 4)",average,40
0.7408,0.8327,0,1,True,False,148457,73,79,"(2, 2)","(5, 5)",average,26
0.9533,0.2153,0,1,True,True,39035,80,12,"(5, 5)","(4, 4)",average,12
0.9409,0.2311,0,1,True,True,167386,76,11,"(2, 2)","(2, 2)",max,12
0.8873,0.4687,0,1,True,True,258107,99,52,"(3, 3)","(4, 4)",average,56
0.8157,0.6176,0,1,True,False,68699,68,38,"(3, 3)","(5, 5)",average,25
0.964,0.1535,0,1,True,True,156404,127,7,"(5, 5)","(2, 2)",average,49
0.6417,1.199,0,1,True,False,111295,28,20,"(2, 2)","(2, 2)",max,35
0.8538,0.5082,0,1,True,False,233007,49,24,"(2, 2)","(2, 2)",max,43
0.8131,0.6475,0,1,True,False,19036,99,3,"(3, 3)","(4, 4)",max,57
0.8761,0.4664,0,1,True,False,33635,48,10,"(5, 5)","(3, 3)",max,65
0.9504,0.1919,0,1,True,True,143921,122,45,"(3, 3)","(5, 5)",max,23
0.5292,1.7018,0,1,True,False,687320,36,97,"(2, 2)","(2, 2)",average,33
0.9642,0.1648,0,1,True,True,127631,40,83,"(5, 5)","(4, 4)",max,5
0.9653,0.1475,0,1,True,True,234541,111,42,"(3, 3)","(4, 4)",max,12
0.9036,0.4199,0,1,True,True,278008,116,29,"(2, 2)","(3, 3)",max,52
0.9553,0.1759,0,1,True,True,47855,95,18,"(4, 4)","(5, 5)",max,26
0.9805,0.0869,6,1,False,True,174855,125,37,"(5, 5)","(4, 4)",max,4
0.7867,0.6699,9,1,False,True,135626,62,85,"(2, 2)","(5, 5)",average,1
0.8491,0.5319,0,1,True,False,38711,80,12,"(4, 4)","(4, 4)",average,59
0.8473,0.5222,0,1,True,False,1718820,94,93,"(2, 2)","(2, 2)",max,53
0.8328,0.6916,0,1,True,False,315857,66,58,"(4, 4)","(3, 3)",max,65
0.5597,1.5013,0,1,True,False,91869,21,86,"(3, 3)","(4, 4)",max,47
0.8964,0.4522,0,1,True,False,156435,44,43,"(3, 3)","(3, 3)",average,43
0.9545,0.1874,0,1,True,True,1120293,73,78,"(2, 2)","(2, 2)",average,23
0.9175,0.3754,0,1,True,True,36597,36,26,"(4, 4)","(4, 4)",max,41
0.8834,0.4967,0,1,True,False,313799,47,39,"(4, 4)","(2, 2)",average,56
0.9193,0.3153,0,1,True,True,354155,56,32,"(2, 2)","(2, 2)",max,30
0.9737,0.1194,0,1,True,True,431355,101,52,"(3, 3)","(3, 3)",max,36
0.9497,0.1972,0,1,True,True,549815,105,64,"(2, 2)","(3, 3)",max,31
0.7161,0.9253,0,1,True,False,25457,86,10,"(2, 2)","(5, 5)",max,52
0.7378,0.9479,0,1,True,False,75029,107,26,"(3, 3)","(5, 5)",average,68
0.8459,0.6128,0,1,True,False,217575,33,80,"(3, 3)","(3, 3)",max,31
0.9565,0.2061,0,1,True,True,676489,64,62,"(4, 4)","(2, 2)",max,40
0.8827,0.4636,0,1,True,True,133427,66,40,"(3, 3)","(4, 4)",average,29
0.6655,1.1459,0,1,True,False,7595,31,4,"(3, 3)","(4, 4)",average,37
0.8438,0.5853,0,1,True,False,63950,65,19,"(3, 3)","(4, 4)",average,47
0.9598,0.1618,0,1,True,True,754247,69,64,"(5, 5)","(2, 2)",average,36
0.9447,0.214,8,1,False,True,841158,45,95,"(2, 2)","(2, 2)",max,4
0.9034,0.3607,0,1,True,True,205006,103,77,"(3, 3)","(5, 5)",average,24
0.6558,1.1182,0,1,True,False,166001,65,51,"(2, 2)","(4, 4)",average,46
0.574,1.4096,0,1,True,False,200571,32,76,"(3, 3)","(3, 3)",max,68
0.3709,2.0575,0,1,True,False,64087,17,92,"(5, 5)","(4, 4)",average,56
0.7043,0.9662,0,1,True,False,32571,57,20,"(5, 5)","(5, 5)",average,69
0.8187,0.6566,0,1,True,False,214601,97,85,"(4, 4)","(5, 5)",average,63
0.3957,2.062,0,1,True,False,60728,29,41,"(3, 3)","(4, 4)",average,68
0.9261,0.2762,0,1,True,True,24367,69,12,"(4, 4)","(5, 5)",max,21
0.8203,0.6055,0,1,True,True,45191,53,32,"(2, 2)","(5, 5)",max,13
0.7471,0.838,0,1,True,False,9295,25,4,"(2, 2)","(3, 3)",average,11
0.6704,1.0444,0,1,True,False,100475,60,64,"(3, 3)","(5, 5)",max,63
0.7945,0.7737,0,1,True,False,102037,17,71,"(4, 4)","(3, 3)",average,9
0.5304,1.493,0,1,True,False,17819,20,32,"(3, 3)","(5, 5)",average,40
0.6102,1.2949,0,1,True,False,10830,22,9,"(2, 2)","(4, 4)",max,44
0.9504,0.2044,0,1,True,True,180289,66,33,"(3, 3)","(3, 3)",max,16
0.9488,0.2117,0,1,True,True,190951,37,26,"(3, 3)","(2, 2)",average,11
0.9353,0.2854,0,1,True,True,1300470,76,87,"(2, 2)","(2, 2)",average,50
0.8699,0.5367,0,1,True,False,204274,87,63,"(4, 4)","(4, 4)",average,46
0.9586,0.1858,0,1,True,True,459875,61,92,"(3, 3)","(3, 3)",average,22
0.9617,0.1491,10,1,True,True,113107,70,8,"(3, 3)","(2, 2)",average,21
0.6703,1.127,0,1,True,False,58289,29,10,"(2, 2)","(2, 2)",average,41
0.6937,1.0113,0,1,True,False,1156032,103,57,"(2, 2)","(2, 2)",max,70
0.952,0.1908,0,1,True,True,237287,84,76,"(4, 4)","(4, 4)",max,51
0.8898,0.372,0,1,True,True,170063,126,52,"(2, 2)","(5, 5)",max,20
0.9393,0.2481,0,1,True,True,405695,113,72,"(3, 3)","(4, 4)",average,24
0.8283,0.6013,0,1,True,False,58159,67,32,"(4, 4)","(5, 5)",max,62
0.924,0.3043,0,1,True,True,598595,38,80,"(2, 2)","(2, 2)",max,15
0.8232,0.7183,0,1,True,False,71949,46,57,"(5, 5)","(5, 5)",max,42
0.856,0.5711,0,1,True,False,198491,76,52,"(3, 3)","(4, 4)",average,61
0.84,0.6496,0,1,True,False,71657,41,65,"(4, 4)","(5, 5)",max,52
0.9382,0.2487,0,1,True,True,94685,104,34,"(4, 4)","(5, 5)",max,50
0.9735,0.119,8,1,False,True,1500663,99,77,"(3, 3)","(2, 2)",average,9
0.3242,2.5137,0,1,True,False,69555,31,27,"(2, 2)","(3, 3)",max,68
0.9148,0.4056,0,1,True,False,175267,46,100,"(5, 5)","(4, 4)",max,38
0.8223,0.7119,0,1,True,False,341615,59,88,"(5, 5)","(3, 3)",average,57
0.9626,0.1618,0,1,True,True,370480,118,85,"(4, 4)","(4, 4)",average,19
0.9707,0.1366,0,1,True,True,274383,54,77,"(5, 5)","(3, 3)",max,16
0.9167,0.3701,0,1,True,True,179447,53,17,"(3, 3)","(2, 2)",max,41
0.8605,0.4496,9,1,False,True,104213,80,50,"(2, 2)","(5, 5)",max,1
0.9375,0.3027,0,1,True,False,355189,69,30,"(5, 5)","(2, 2)",max,61
0.9743,0.1266,0,1,True,True,69527,54,19,"(5, 5)","(3, 3)",max,24
0.9688,0.1287,9,1,True,True,201137,83,14,"(5, 5)","(2, 2)",max,9
0.9558,0.1892,0,1,True,True,1074395,94,58,"(3, 3)","(2, 2)",average,43
0.8165,0.6255,0,1,True,True,19931,47,15,"(2, 2)","(5, 5)",max,17
0.9518,0.1718,7,1,False,True,463479,120,47,"(3, 3)","(3, 3)",average,7
0.957,0.184,0,1,True,True,337835,28,70,"(5, 5)","(2, 2)",max,10
0.8713,0.5735,0,1,True,False,46107,28,24,"(5, 5)","(3, 3)",average,40
0.942,0.2252,0,1,True,True,716511,107,82,"(2, 2)","(3, 3)",max,32
0.7113,0.9924,0,1,True,False,92849,49,50,"(4, 4)","(4, 4)",max,70
0.8474,0.6136,0,1,True,False,30543,28,27,"(5, 5)","(4, 4)",max,35
0.9536,0.2235,0,1,True,True,234237,69,41,"(4, 4)","(3, 3)",max,54
0.8773,0.4974,0,1,True,False,177491,97,70,"(4, 4)","(5, 5)",max,67
0.9154,0.3597,0,1,True,False,264085,110,29,"(3, 3)","(3, 3)",max,65
0.8879,0.4061,0,1,True,True,135867,84,32,"(2, 2)","(4, 4)",max,27
0.9026,0.3863,0,1,True,False,516193,94,67,"(3, 3)","(3, 3)",max,62
0.9713,0.1313,0,1,True,True,1112185,76,86,"(4, 4)","(2, 2)",max,45
0.9291,0.289,0,1,True,True,41711,128,11,"(5, 5)","(5, 5)",average,13
0.7081,0.9851,0,1,True,False,10463,72,4,"(2, 2)","(5, 5)",average,14
0.9601,0.1811,0,1,True,True,23003,47,12,"(4, 4)","(4, 4)",max,17
0.9608,0.1658,0,1,True,True,640427,115,68,"(3, 3)","(3, 3)",max,52
0.5509,1.4207,0,1,True,False,45967,16,95,"(5, 5)","(5, 5)",average,26
0.9628,0.1647,0,1,True,True,388445,39,58,"(5, 5)","(2, 2)",max,6
0.901,0.3936,0,1,True,True,180646,27,81,"(3, 3)","(3, 3)",average,19
0.7695,0.7922,0,1,True,False,45039,63,26,"(4, 4)","(5, 5)",average,56
0.952,0.2088,10,1,True,True,204970,38,65,"(4, 4)","(3, 3)",average,3
0.8822,0.5101,0,1,True,False,192754,109,35,"(3, 3)","(4, 4)",max,65
0.9406,0.2485,0,1,True,True,502992,69,89,"(3, 3)","(3, 3)",average,25
0.8224,0.6611,0,1,True,False,141872,29,97,"(3, 3)","(4, 4)",average,35
0.9598,0.1632,0,1,True,True,88440,80,13,"(4, 4)","(3, 3)",max,24
0.6379,1.3758,0,1,True,False,101375,26,99,"(5, 5)","(4, 4)",max,62
0.8415,0.6127,0,1,True,False,89237,56,42,"(4, 4)","(4, 4)",average,49
0.9631,0.1531,0,1,True,True,211675,100,32,"(5, 5)","(3, 3)",average,15
0.8594,0.5107,0,1,True,True,208948,117,69,"(3, 3)","(5, 5)",average,34
0.9662,0.151,0,1,True,True,212549,65,19,"(4, 4)","(2, 2)",average,16
0.9622,0.1538,0,1,True,True,294963,82,72,"(3, 3)","(4, 4)",max,13
0.9358,0.3113,0,1,True,True,132467,61,26,"(4, 4)","(3, 3)",max,37
0.9623,0.15,0,1,True,True,697859,126,28,"(3, 3)","(2, 2)",average,40
0.7422,0.9464,0,1,True,False,21055,33,12,"(2, 2)","(4, 4)",max,34
0.9171,0.3246,0,1,True,True,353981,39,46,"(2, 2)","(2, 2)",max,12
0.9778,0.1059,6,1,False,True,1645995,124,78,"(5, 5)","(2, 2)",average,8
0.9617,0.1529,8,1,False,True,245315,59,63,"(5, 5)","(3, 3)",average,2
0.9184,0.3024,0,1,True,True,470870,120,79,"(2, 2)","(4, 4)",max,29
0.9306,0.3214,0,1,True,True,281162,96,79,"(4, 4)","(4, 4)",max,64
0.8418,0.6092,0,1,True,False,152627,24,94,"(5, 5)","(3, 3)",average,8
0.9564,0.1827,0,1,True,True,156138,43,21,"(5, 5)","(2, 2)",average,26
0.9066,0.3752,0,1,True,True,43991,64,13,"(3, 3)","(4, 4)",max,43
0.9624,0.1518,10,1,True,True,64043,129,7,"(5, 5)","(3, 3)",max,28
0.9574,0.1782,0,1,True,True,741404,71,53,"(2, 2)","(2, 2)",max,14
0.8859,0.4166,0,1,True,True,149962,90,33,"(2, 2)","(4, 4)",average,20
0.9756,0.1125,0,1,True,True,256163,104,94,"(5, 5)","(5, 5)",max,26
0.9111,0.3114,0,1,True,True,90457,111,30,"(5, 5)","(5, 5)",average,25
0.9651,0.1703,0,1,True,True,554047,95,71,"(4, 4)","(3, 3)",average,42
0.8647,0.5298,0,1,True,True,61735,89,8,"(2, 2)","(3, 3)",average,53
0.8592,0.5186,0,1,True,True,53872,16,85,"(4, 4)","(4, 4)",average,6
0.8946,0.3912,0,1,True,True,327677,74,54,"(2, 2)","(3, 3)",max,38
0.9555,0.2168,0,1,True,True,192275,83,35,"(5, 5)","(3, 3)",average,37
0.8849,0.4022,0,1,True,True,58139,84,25,"(5, 5)","(5, 5)",average,23
0.9696,0.1241,0,1,True,True,1384071,99,71,"(3, 3)","(2, 2)",average,37
0.7509,0.8998,0,1,True,False,208703,79,32,"(2, 2)","(3, 3)",average,69
0.8809,0.4828,0,1,True,True,161679,127,48,"(5, 5)","(5, 5)",average,63
0.7488,0.8776,0,1,True,False,103627,64,32,"(2, 2)","(4, 4)",average,54
0.9687,0.1283,0,1,True,True,1011217,66,90,"(4, 4)","(2, 2)",average,20
0.9611,0.1588,0,1,True,True,263775,112,63,"(5, 5)","(4, 4)",average,17
0.9657,0.1284,0,1,True,True,281773,117,93,"(4, 4)","(5, 5)",max,21
0.7732,0.809,10,1,True,False,11515,121,2,"(4, 4)","(5, 5)",max,9
0.9703,0.1296,7,1,False,True,252582,70,21,"(4, 4)","(2, 2)",max,8
0.891,0.4234,0,1,True,True,203287,31,98,"(5, 5)","(3, 3)",average,16
0.6968,1.0168,0,1,True,False,16679,35,17,"(2, 2)","(5, 5)",max,47
0.9405,0.2601,0,1,True,True,403751,77,80,"(5, 5)","(3, 3)",average,37
0.58,1.3612,0,1,True,False,316247,51,94,"(5, 5)","(3, 3)",average,68
0.6063,1.236,0,1,True,False,58505,26,82,"(4, 4)","(5, 5)",max,50
0.6735,1.1276,0,1,True,False,3643,17,2,"(4, 4)","(3, 3)",max,20
0.9473,0.223,0,1,True,True,85318,38,59,"(4, 4)","(4, 4)",max,8
0.677,1.1248,0,1,True,False,91835,18,100,"(3, 3)","(4, 4)",average,16
0.7628,0.8244,0,1,True,False,69935,128,20,"(2, 2)","(5, 5)",average,43
0.9112,0.3341,0,1,True,True,42671,95,16,"(3, 3)","(5, 5)",max,32
0.9078,0.3602,0,1,True,True,224807,95,91,"(4, 4)","(5, 5)",max,55
0.8301,0.5861,0,1,True,False,159555,76,81,"(3, 3)","(5, 5)",max,60
0.8248,0.7017,0,1,True,False,127991,23,82,"(5, 5)","(3, 3)",average,37
0.9585,0.1731,0,1,True,True,612261,46,78,"(4, 4)","(2, 2)",average,13
0.9474,0.2321,0,1,True,True,234959,38,93,"(5, 5)","(3, 3)",max,17
0.5606,1.4278,0,1,True,False,18685,25,14,"(3, 3)","(4, 4)",max,60
0.8742,0.4535,0,1,True,False,1521591,112,69,"(3, 3)","(2, 2)",max,62
0.9413,0.2154,0,1,True,True,163415,79,79,"(4, 4)","(5, 5)",max,16
0.8088,0.6649,0,1,True,False,353759,47,44,"(4, 4)","(2, 2)",max,70
0.6407,1.1998,0,1,True,False,31560,22,51,"(4, 4)","(5, 5)",max,42
0.9611,0.1875,0,1,True,True,292247,101,44,"(5, 5)","(3, 3)",max,61
0.7965,0.6761,0,1,True,False,292571,112,100,"(5, 5)","(5, 5)",average,59
0.878,0.516,0,1,True,False,318530,53,35,"(5, 5)","(2, 2)",max,58
0.9745,0.1148,0,1,True,True,385873,75,30,"(5, 5)","(2, 2)",max,43
0.9153,0.4064,0,1,True,True,27699,72,2,"(5, 5)","(2, 2)",average,54
0.9707,0.1345,0,1,True,True,226719,55,24,"(4, 4)","(2, 2)",max,28
0.8862,0.4411,0,1,True,True,212476,51,21,"(2, 2)","(2, 2)",average,25
0.7937,0.746,0,1,True,False,558879,48,59,"(3, 3)","(2, 2)",max,56
0.7277,0.996,0,1,True,False,14741,27,10,"(3, 3)","(4, 4)",max,63
0.9636,0.1542,0,1,True,True,204871,88,28,"(4, 4)","(3, 3)",average,12
0.7768,0.8798,0,1,True,False,178499,54,40,"(3, 3)","(3, 3)",average,62
0.8422,0.5386,0,1,True,True,85097,45,73,"(2, 2)","(5, 5)",max,8
0.4529,1.8323,0,1,True,False,54419,28,73,"(3, 3)","(5, 5)",max,62
0.9039,0.3638,0,1,True,True,12875,87,4,"(5, 5)","(5, 5)",max,17
0.8823,0.4364,0,1,True,True,188839,88,83,"(3, 3)","(5, 5)",average,27
0.7757,0.8038,0,1,True,False,778546,67,59,"(2, 2)","(2, 2)",max,59
0.7267,0.9395,0,1,True,False,81727,51,60,"(4, 4)","(5, 5)",max,65
0.7939,0.7039,0,1,True,False,113639,126,34,"(3, 3)","(5, 5)",average,62
0.8691,0.497,0,1,True,True,55615,45,24,"(3, 3)","(4, 4)",average,5
0.6918,1.0845,0,1,True,False,53918,40,35,"(4, 4)","(4, 4)",average,59
0.9038,0.3564,0,1,True,True,761263,111,84,"(2, 2)","(3, 3)",max,49
0.9645,0.169,0,1,True,True,136167,101,16,"(4, 4)","(3, 3)",max,57
0.9672,0.1354,7,1,False,True,517567,121,52,"(4, 4)","(3, 3)",average,7
0.9432,0.2374,0,1,True,True,811919,71,58,"(3, 3)","(2, 2)",max,51
0.5763,1.4979,0,1,True,False,77805,18,86,"(2, 2)","(4, 4)",max,26
0.9569,0.1967,0,1,True,True,610632,126,59,"(4, 4)","(3, 3)",max,61
0.7978,0.719,0,1,True,False,47255,79,22,"(2, 2)","(5, 5)",max,48
0.7558,0.8514,0,1,True,False,26633,121,7,"(2, 2)","(5, 5)",average,43
0.5518,1.4046,0,1,True,False,36485,68,10,"(2, 2)","(4, 4)",average,66
0.9349,0.3281,0,1,True,True,140509,58,14,"(4, 4)","(2, 2)",max,44
0.9012,0.4533,0,1,True,False,216187,96,60,"(5, 5)","(4, 4)",max,70
0.7496,0.9798,0,1,True,False,148378,54,33,"(4, 4)","(3, 3)",max,69
0.6848,1.0534,0,1,True,False,42274,23,47,"(4, 4)","(4, 4)",average,42
0.953,0.1853,7,1,False,True,1334662,78,87,"(2, 2)","(2, 2)",max,5
0.8147,0.6844,0,1,True,False,26743,61,8,"(2, 2)","(4, 4)",max,45
0.9611,0.1547,7,1,False,True,1208489,83,74,"(2, 2)","(2, 2)",max,3
0.9513,0.2103,0,1,True,True,366002,81,55,"(3, 3)","(3, 3)",max,34
0.8272,0.6781,0,1,True,False,128939,34,98,"(5, 5)","(4, 4)",average,41
0.5994,1.3202,0,1,True,False,213319,15,72,"(2, 2)","(2, 2)",max,12
0.9329,0.2429,9,1,False,True,169069,66,99,"(3, 3)","(5, 5)",max,1
0.9599,0.1786,0,1,True,True,223919,50,26,"(5, 5)","(2, 2)",average,9
0.9188,0.3348,0,1,True,True,133577,122,41,"(5, 5)","(5, 5)",average,39
0.9758,0.1191,0,1,True,True,105351,75,8,"(5, 5)","(2, 2)",max,38
0.8078,0.6896,0,1,True,False,53383,81,24,"(4, 4)","(5, 5)",average,65
0.9761,0.1178,0,1,True,True,123437,96,34,"(4, 4)","(4, 4)",max,16
0.8948,0.3836,0,1,True,False,199544,89,85,"(5, 5)","(5, 5)",max,48
0.9312,0.3052,0,1,True,True,213949,70,37,"(3, 3)","(3, 3)",max,51
0.9508,0.201,0,1,True,True,219123,46,24,"(3, 3)","(2, 2)",max,8
0.8589,0.5204,0,1,True,False,24722,41,15,"(4, 4)","(4, 4)",max,44
0.9104,0.3219,0,1,True,True,91475,77,44,"(5, 5)","(5, 5)",average,19
0.951,0.2137,0,1,True,True,242247,61,48,"(4, 4)","(3, 3)",max,29
0.9612,0.1603,0,1,True,True,1849509,96,98,"(2, 2)","(2, 2)",average,31
0.9751,0.1029,10,1,True,True,156443,62,38,"(5, 5)","(3, 3)",max,13
0.9674,0.1443,0,1,True,True,1521131,92,84,"(3, 3)","(2, 2)",average,16
0.9215,0.3713,0,1,True,False,389903,85,70,"(5, 5)","(3, 3)",average,48
0.9793,0.0876,0,1,True,True,287487,112,39,"(5, 5)","(3, 3)",max,22
0.9745,0.1118,0,1,True,True,1364183,88,91,"(5, 5)","(2, 2)",average,18
0.9087,0.3873,0,1,True,True,27339,48,8,"(5, 5)","(3, 3)",average,55
0.9532,0.204,0,1,True,True,2093519,121,88,"(2, 2)","(2, 2)",max,47
0.5469,1.4356,0,1,True,False,81151,46,68,"(2, 2)","(5, 5)",average,52
0.9575,0.1718,0,1,True,True,541025,62,51,"(5, 5)","(2, 2)",max,37
0.9703,0.125,0,1,True,True,122887,112,41,"(5, 5)","(5, 5)",max,22
0.9106,0.3275,0,1,True,True,121695,127,36,"(4, 4)","(5, 5)",average,33
0.9722,0.1361,0,1,True,True,913534,105,51,"(5, 5)","(2, 2)",max,51
0.7681,0.7699,0,1,True,False,19484,50,7,"(2, 2)","(4, 4)",max,19
0.9522,0.1951,0,1,True,True,148227,110,16,"(4, 4)","(3, 3)",average,47
0.3901,1.9908,0,1,True,False,376706,21,91,"(2, 2)","(2, 2)",average,27
0.9109,0.3635,0,1,True,True,24555,124,6,"(5, 5)","(5, 5)",max,59
0.9003,0.3799,0,1,True,True,78954,84,35,"(4, 4)","(5, 5)",average,14
0.9656,0.1472,0,1,True,True,762871,117,33,"(3, 3)","(2, 2)",average,60
0.957,0.1938,0,1,True,True,365887,123,36,"(4, 4)","(3, 3)",max,58
0.9566,0.193,10,1,True,True,44821,81,3,"(4, 4)","(2, 2)",max,13
0.825,0.764,0,1,True,False,61127,36,25,"(5, 5)","(3, 3)",average,50
0.8364,0.6021,0,1,True,True,123711,115,21,"(2, 2)","(4, 4)",average,32
0.9659,0.1388,10,1,True,True,115247,127,34,"(4, 4)","(5, 5)",max,9
0.5008,1.7038,0,1,True,False,78558,19,81,"(3, 3)","(4, 4)",max,64
